Training starts..
/home/menglei/anaconda3/lib/python3.6/site-packages/torch/nn/functional.py:1890: UserWarning: nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.
  warnings.warn("nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.")
Train Epoch: 1 [28550/75750 (38%)] | Loss: 40.9038 | CE_V: 25.7546 | CE_T: 3.1944 | RE_V: 5.3009 | RE_T: 0.9070 | AE: 5.7469 | Top1_Accuracy_V:0.64 | Top5_Accuracy_V:0.9 | Top1_Accuracy_T:0.72 | Top5_Accuracy_T:0.86 | Time:17.8314 | Total_Time:1024.4064
Train Epoch: 1 [29050/75750 (38%)] | Loss: 39.7736 | CE_V: 25.4637 | CE_T: 3.0615 | RE_V: 5.0737 | RE_T: 0.8763 | AE: 5.2983 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.86 | Top1_Accuracy_T:0.82 | Top5_Accuracy_T:0.92 | Time:17.8387 | Total_Time:1042.3106
Train Epoch: 1 [29550/75750 (39%)] | Loss: 42.7654 | CE_V: 27.7297 | CE_T: 3.1962 | RE_V: 4.8826 | RE_T: 0.8408 | AE: 6.1161 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.7 | Top5_Accuracy_T:0.86 | Time:17.878 | Total_Time:1060.2263
Train Epoch: 1 [30050/75750 (40%)] | Loss: 37.7835 | CE_V: 22.6085 | CE_T: 3.2678 | RE_V: 5.2632 | RE_T: 0.8058 | AE: 5.8382 | Top1_Accuracy_V:0.68 | Top5_Accuracy_V:0.9 | Top1_Accuracy_T:0.68 | Top5_Accuracy_T:0.9 | Time:17.7421 | Total_Time:1078.1694
Train Epoch: 1 [30550/75750 (40%)] | Loss: 44.7206 | CE_V: 30.1053 | CE_T: 2.9330 | RE_V: 5.4665 | RE_T: 0.8320 | AE: 5.3839 | Top1_Accuracy_V:0.54 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.88 | Top5_Accuracy_T:0.96 | Time:17.852 | Total_Time:1096.0697
Train Epoch: 1 [31050/75750 (41%)] | Loss: 38.6218 | CE_V: 24.9209 | CE_T: 2.9407 | RE_V: 4.5738 | RE_T: 0.7700 | AE: 5.4164 | Top1_Accuracy_V:0.62 | Top5_Accuracy_V:0.9 | Top1_Accuracy_T:0.8 | Top5_Accuracy_T:0.96 | Time:17.8659 | Total_Time:1114.0621
Train Epoch: 1 [31550/75750 (42%)] | Loss: 44.4280 | CE_V: 30.3842 | CE_T: 2.9852 | RE_V: 5.1560 | RE_T: 0.8013 | AE: 5.1014 | Top1_Accuracy_V:0.6 | Top5_Accuracy_V:0.82 | Top1_Accuracy_T:0.82 | Top5_Accuracy_T:0.92 | Time:17.7813 | Total_Time:1131.9081
Train Epoch: 1 [32050/75750 (42%)] | Loss: 40.9828 | CE_V: 27.5071 | CE_T: 2.6770 | RE_V: 5.0552 | RE_T: 0.7501 | AE: 4.9934 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.92 | Top1_Accuracy_T:0.86 | Top5_Accuracy_T:1.0 | Time:17.7879 | Total_Time:1149.7614
Train Epoch: 1 [32550/75750 (43%)] | Loss: 37.6776 | CE_V: 23.7577 | CE_T: 2.7801 | RE_V: 5.1043 | RE_T: 0.7522 | AE: 5.2834 | Top1_Accuracy_V:0.7 | Top5_Accuracy_V:0.86 | Top1_Accuracy_T:0.9 | Top5_Accuracy_T:0.96 | Time:17.8153 | Total_Time:1167.6443
Train Epoch: 1 [33050/75750 (44%)] | Loss: 33.9263 | CE_V: 19.5176 | CE_T: 2.7558 | RE_V: 5.2515 | RE_T: 0.7018 | AE: 5.6998 | Top1_Accuracy_V:0.72 | Top5_Accuracy_V:0.92 | Top1_Accuracy_T:0.82 | Top5_Accuracy_T:0.96 | Time:17.9424 | Total_Time:1185.52
Train Epoch: 1 [33550/75750 (44%)] | Loss: 34.2504 | CE_V: 20.0259 | CE_T: 2.8128 | RE_V: 5.2746 | RE_T: 0.6793 | AE: 5.4579 | Top1_Accuracy_V:0.74 | Top5_Accuracy_V:0.86 | Top1_Accuracy_T:0.8 | Top5_Accuracy_T:0.86 | Time:17.8558 | Total_Time:1203.3504
